nim,nama,angkatan,prodi,status,kota_asal,tanggal_masuk
2410128,Lin Wijaya,2024,Sains Data,do,Semarang,2024-08-01
2410129,Sen Wijaya,2024,Sains Data,Aktif,Makassar,2024-08-01
2410130,Miw Rahmawati,2024,Sains Data,AKTIF,Jakarta,2024-08-01
2410131,Por Pratama,2024,Sains Data,Lulus,Bandung,2024-08-01
2410132,Yim Nugroho,2024,Sains Data,cuti,Yogyakarta,2024-08-01
2410133,Aaw Pratama,2024,Sains Data,cuti,Kupang,2024-08-01
2410134,Cip Firdaus,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410135,Kal Rahmawati,2024,Sains Data,Cuti,Medan,2024-08-01
2410136,His Kusuma,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410137,Lib Putra,2024,Sains Data,lulus,Semarang,2024-08-01
2410138,Leb Rahmawati,2024,Sains Data,Cuti,Bandung,2024-08-01
2410139,Eud Firdaus,2024,Sains Data,AKTIF,Kupang,2024-08-01
2410140,Eob Rahmawati,2024,Sains Data,Cuti,Makassar,2024-08-01
2410141,Kar Wulandari,2024,Sains Data,Aktif,Yogyakarta,2024-08-01
2410142,Guk Wijaya,2024,Sains Data,Cuti,Makassar,2024-08-01
2410143,Eup Kusuma,2024,Sains Data,do,Semarang,2024-08-01
2410144,Way Sari,2024,Sains Data,AKTIF,Jakarta,2024-08-01
2410145,Mib Saputra,2024,Sains Data,Cuti,Semarang,2024-08-01
2410146,Ter Firdaus,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410147,Fek Lestari,2024,Sains Data,lulus,Jakarta,2024-08-01
2410148,Dul Rahmawati,2024,Sains Data,cuti,Kupang,2024-08-01
2410149,Tay Wulandari,2024,Sains Data,Cuti,Surabaya,2024-08-01
2410150,Bab Sari,2024,Sains Data,lulus,Yogyakarta,2024-08-01
2410151,Mad Wijaya,2024,Sains Data,lulus,Bandung,2024-08-01
2410152,Jid Anggraini,2024,Sains Data,AKTIF,Medan,2024-08-01
2410153,Dum Maulana,2024,Sains Data,Aktif,Bandung,2024-08-01
2410154,Kuk Wulandari,2024,Sains Data,do,Jakarta,2024-08-01
2410155,Hir Ramadhan,2024,Sains Data,Lulus,,2024-08-01
2410156,Wag Pratama,2024,Sains Data,AKTIF,Medan,2024-08-01
2410157,Nab Putra,2024,Sains Data,Cuti,Kupang,2024-08-01
2410158,Aah Saputra,2024,Sains Data,AKTIF,Jakarta,2024-08-01
2410159,Fol Sari,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410160,Goh Sari,2024,Sains Data,aktif,Yogyakarta,2024-08-01
2410161,Cal Nugroho,2024,Sains Data,lulus,Surabaya,2024-08-01
2410162,Hur Hidayat,2024,Sains Data,lulus,Makassar,2024-08-01
2410163,Jit Anggraini,2024,Sains Data,aktif,Surabaya,2024-08-01
2410164,Iag Hidayat,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410165,Mim Putra,2024,Sains Data,aktif,Jakarta,2024-08-01
2410166,Iir Rahmawati,2024,Sains Data,lulus,Semarang,2024-08-01
2410167,Bid Maulana,2024,Sains Data,Lulus,Medan,2024-08-01
2410168,Mut Hidayat,2024,Sains Data,AKTIF,Semarang,2024-08-01
2410169,Hom Putra,2024,Sains Data,do,Semarang,2024-08-01
2410170,Cik Anggraini,2024,Sains Data,aktif,Medan,2024-08-01
2410171,Yik Wijaya,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410172,Aod Hidayat,2024,Sains Data,lulus,Makassar,2024-08-01
2410173,Tod Wijaya,2024,Sains Data,Lulus,Medan,2024-08-01
2410174,Jek Putra,2024,Sains Data,cuti,,2024-08-01
2410175,Dor Pratama,2024,Sains Data,Lulus,Makassar,2024-08-01
2410176,Jey Ramadhan,2024,Sains Data,lulus,Surabaya,2024-08-01
2410177,Bah Wijaya,2024,Sains Data,do,Medan,2024-08-01
2410178,Wil Saputra,2024,Sains Data,lulus,Medan,2024-08-01
2410179,Pep Wulandari,2024,Sains Data,cuti,Kupang,2024-08-01
2410180,Nag Wijaya,2024,Sains Data,AKTIF,Medan,2024-08-01
2410181,Fip Putra,2024,Sains Data,do,Yogyakarta,2024-08-01
2410182,Mib Firdaus,2024,Sains Data,do,Semarang,2024-08-01
2410183,Mup Wulandari,2024,Sains Data,cuti,Medan,2024-08-01
2410184,Wew Ramadhan,2024,Sains Data,lulus,Bandung,2024-08-01
2410185,Sep Kusuma,2024,Sains Data,do,Jakarta,2024-08-01
2410186,Lip Anggraini,2024,Sains Data,cuti,Semarang,2024-08-01
2410187,Mol Wulandari,2024,Sains Data,cuti,Jakarta,2024-08-01
2410188,Sig Putra,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410189,Mat Ramadhan,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410190,Pep Anggraini,2024,Sains Data,AKTIF,Yogyakarta,2024-08-01
2410191,Riy Nugroho,2024,Sains Data,do,Kupang,2024-08-01
2410192,Jum Kusuma,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410193,Riy Wijaya,2024,Sains Data,Lulus,Bandung,2024-08-01
2410194,Jew Firdaus,2024,Sains Data,AKTIF,Semarang,2024-08-01
2410195,Pin Kusuma,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410196,Jip Putra,2024,Sains Data,lulus,Kupang,2024-08-01
2410197,Aip Anggraini,2024,Sains Data,do,Kupang,2024-08-01
2410198,Peb Hidayat,2024,Sains Data,Cuti,Jakarta,2024-08-01
2410199,Eos Maulana,2024,Sains Data,do,Medan,2024-08-01
2410200,Maw Nugroho,2024,Sains Data,Lulus,Kupang,2024-08-01
2410201,Riy Nugroho,2024,Sains Data,Lulus,Makassar,2024-08-01
2410202,Yup Hidayat,2024,Sains Data,do,Bandung,2024-08-01
2410203,Ger Pratama,2024,Sains Data,Lulus,Bandung,2024-08-01
2410204,Rob Saputra,2024,Sains Data,lulus,Jakarta,2024-08-01
2410205,Jiy Pratama,2024,Sains Data,Aktif,Makassar,2024-08-01
2410206,Jol Hidayat,2024,Sains Data,aktif,Kupang,2024-08-01
2410207,Sam Wijaya,2024,Sains Data,do,Surabaya,2024-08-01
2410208,Kog Saputra,2024,Sains Data,AKTIF,Makassar,2024-08-01
2410209,Los Anggraini,2024,Sains Data,Lulus,Yogyakarta,2024-08-01
2410210,Eun Anggraini,2024,Sains Data,lulus,Bandung,2024-08-01
2410211,Bot Wijaya,2024,Sains Data,cuti,Medan,2024-08-01
2410212,Gok Ramadhan,2024,Sains Data,do,Bandung,2024-08-01
2410213,Eos Maulana,2024,Sains Data,Cuti,Makassar,2024-08-01
2410214,Yir Nugroho,2024,Sains Data,cuti,Medan,2024-08-01
2410215,Boh Ramadhan,2024,Sains Data,Lulus,,2024-08-01
2410216,Yin Putra,2024,Sains Data,aktif,Bandung,2024-08-01
2410217,Wok Nugroho,2024,Sains Data,Cuti,Kupang,2024-08-01
2410218,Eok Kusuma,2024,Sains Data,cuti,Yogyakarta,2024-08-01
2410219,Boh Lestari,2024,Sains Data,do,Yogyakarta,2024-08-01
2410220,Aoy Pratama,2024,Sains Data,lulus,Bandung,2024-08-01
2410221,Wes Wijaya,2024,Sains Data,aktif,Surabaya,2024-08-01
2410222,Ret Anggraini,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410223,Bad Rahmawati,2024,Sains Data,do,Medan,2024-08-01
2410224,Yow Ramadhan,2024,Sains Data,aktif,Semarang,2024-08-01
2410225,Ban Putra,2024,Sains Data,lulus,Medan,2024-08-01
2410226,Tek Saputra,2024,Sains Data,AKTIF,Jakarta,2024-08-01
2410227,Tot Ramadhan,2024,Sains Data,do,Semarang,2024-08-01
2410228,Pas Hidayat,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410229,Ear Maulana,2024,Sains Data,Lulus,Bandung,2024-08-01
2410230,Iin Putra,2024,Sains Data,do,Kupang,2024-08-01
2410231,Nim Ramadhan,2024,Sains Data,cuti,Semarang,2024-08-01
2410232,Yey Putra,2024,Sains Data,cuti,Bandung,2024-08-01
2410233,Kes Anggraini,,Sains Data,Lulus,Surabaya,2024-08-01
2410234,Dud Hidayat,2024,Sains Data,aktif,Semarang,2024-08-01
2410235,Pew Rahmawati,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410236,Met Wulandari,2024,Sains Data,Cuti,Yogyakarta,2024-08-01
2410237,Dak Hidayat,2024,Sains Data,Lulus,Makassar,2024-08-01
2410238,Pug Saputra,2024,Sains Data,aktif,Yogyakarta,2024-08-01
2410239,Bun Kusuma,2024,Sains Data,AKTIF,Medan,2024-08-01
2410240,Bir Ramadhan,2024,Sains Data,cuti,Surabaya,2024-08-01
2410241,Per Ramadhan,2024,Sains Data,aktif,Surabaya,2024-08-01
2410242,Wah Lestari,2024,Sains Data,Aktif,Kupang,2024-08-01
2410243,Tap Wulandari,2024,Sains Data,aktif,Semarang,2024-08-01
2410244,Cep Wijaya,2024,Sains Data,cuti,Medan,2024-08-01
2410245,Wod Kusuma,2024,Sains Data,lulus,Bandung,2024-08-01
2410246,Ias Sari,2024,Sains Data,aktif,Semarang,2024-08-01
2410247,Mah Rahmawati,2024,Sains Data,AKTIF,Yogyakarta,2024-08-01
2410248,Cog Pratama,2024,Sains Data,Lulus,Medan,2024-08-01
2410249,Rub Lestari,,Sains Data,Aktif,Semarang,2024-08-01
2410250,Fur Lestari,2024,Sains Data,lulus,Bandung,2024-08-01
2410251,Res Anggraini,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410252,Iol Ramadhan,2024,Sains Data,do,Jakarta,2024-08-01
2410253,Jal Saputra,2024,Sains Data,do,Semarang,2024-08-01
2410254,Lag Anggraini,2024,Sains Data,AKTIF,Surabaya,2024-08-01
2410255,Eop Sari,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410256,Nit Pratama,2024,Sains Data,do,Kupang,2024-08-01
2410257,Gop Nugroho,,Sains Data,do,Jakarta,2024-08-01
2410258,Teg Saputra,2024,Sains Data,aktif,Medan,2024-08-01
2410259,Tap Pratama,2024,Sains Data,Aktif,Jakarta,2024-08-01
2410260,Hon Firdaus,2024,Sains Data,AKTIF,Medan,2024-08-01
2410261,Kiw Saputra,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410262,Jis Lestari,2024,Sains Data,Cuti,Kupang,2024-08-01
2410263,Iap Lestari,2024,Sains Data,Cuti,Kupang,2024-08-01
2410264,Bep Pratama,2024,Sains Data,AKTIF,Bandung,2024-08-01
2410265,Fik Wulandari,2024,Sains Data,cuti,Jakarta,2024-08-01
2410266,Nuy Ramadhan,2024,Sains Data,do,Surabaya,2024-08-01
2410267,Jub Rahmawati,2024,Sains Data,Aktif,Yogyakarta,2024-08-01
2410268,Ped Sari,2024,Sains Data,aktif,Surabaya,2024-08-01
2410269,Nat Sari,2024,Sains Data,cuti,,2024-08-01
2410270,Der Kusuma,2024,Sains Data,cuti,Kupang,2024-08-01
2410271,Sep Firdaus,2024,Sains Data,lulus,Makassar,2024-08-01
2410272,Dem Firdaus,2024,Sains Data,Aktif,Kupang,2024-08-01
2410273,Hib Ramadhan,2024,Sains Data,lulus,Yogyakarta,2024-08-01
2410274,Wet Wulandari,2024,Sains Data,AKTIF,Yogyakarta,2024-08-01
2410275,Sab Nugroho,,Sains Data,do,Yogyakarta,2024-08-01
2410276,Put Putra,2024,Sains Data,Aktif,Makassar,2024-08-01
2410277,Sem Hidayat,2024,Sains Data,lulus,,2024-08-01
2410278,Fad Pratama,2024,Sains Data,Cuti,Medan,2024-08-01
2410279,Pop Maulana,2024,Sains Data,lulus,Yogyakarta,2024-08-01
2410280,Eib Kusuma,2024,Sains Data,Cuti,Kupang,2024-08-01
2410281,Huk Rahmawati,2024,Sains Data,Aktif,Makassar,2024-08-01
2410282,Pit Putra,,Sains Data,lulus,Medan,2024-08-01
2410283,Hag Lestari,2024,Sains Data,cuti,Surabaya,2024-08-01
2410284,Eew Ramadhan,2024,Sains Data,AKTIF,Makassar,2024-08-01
2410285,Yup Wijaya,2024,Sains Data,lulus,Semarang,2024-08-01
2410286,Tib Ramadhan,2024,Sains Data,Cuti,Yogyakarta,2024-08-01
2410287,Ral Firdaus,2024,Sains Data,lulus,Surabaya,2024-08-01
2410288,Duh Pratama,2024,Sains Data,lulus,Jakarta,2024-08-01
2410289,Bet Lestari,2024,Sains Data,Lulus,Makassar,2024-08-01
2410290,Fup Sari,2024,Sains Data,Cuti,Yogyakarta,2024-08-01
2410291,Kaw Firdaus,2024,Sains Data,lulus,Jakarta,2024-08-01
2410292,Lir Nugroho,2024,Sains Data,Cuti,Makassar,2024-08-01
2410293,Iap Nugroho,2024,Sains Data,AKTIF,Medan,2024-08-01
2410294,Wak Pratama,2024,Sains Data,Aktif,,2024-08-01
2410295,Dik Wulandari,2024,Sains Data,aktif,Yogyakarta,2024-08-01
2410296,Reh Wulandari,2024,Sains Data,Lulus,Jakarta,2024-08-01
2410297,Jad Lestari,2024,Sains Data,cuti,Yogyakarta,2024-08-01
2410298,Sum Kusuma,2024,Sains Data,cuti,Medan,2024-08-01
2410299,Lon Lestari,2024,Sains Data,Lulus,Semarang,2024-08-01
2410300,Aas Pratama,2024,Sains Data,lulus,Yogyakarta,2024-08-01
2220001,Fet Wijaya,2022,Informatika,Lulus,Kupang,2022-08-01
2220002,Cup Wulandari,2022,Informatika,Cuti,Jakarta,2022-08-01
2220003,Taw Hidayat,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220004,Cin Sari,2022,Informatika,lulus,Makassar,2022-08-01
2220005,Bes Kusuma,2022,Informatika,AKTIF,Kupang,2022-08-01
2220006,Ges Ramadhan,2022,Informatika,cuti,Surabaya,2022-08-01
2220007,Sah Nugroho,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220008,Gon Sari,2022,Informatika,cuti,,2022-08-01
2220009,Men Hidayat,2022,Informatika,cuti,Medan,2022-08-01
2220010,Nal Firdaus,2022,Informatika,do,Makassar,2022-08-01
2220011,Pek Sari,2022,Informatika,aktif,Makassar,2022-08-01
2220012,Wug Firdaus,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220013,Tak Lestari,2022,Informatika,AKTIF,Medan,2022-08-01
2220014,Pos Lestari,2022,Informatika,AKTIF,Semarang,2022-08-01
2220015,Eet Hidayat,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220016,Reg Sari,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220017,Iek Rahmawati,2022,Informatika,do,Medan,2022-08-01
2220018,Lil Saputra,2022,Informatika,cuti,Semarang,2022-08-01
2220019,Ral Ramadhan,2022,Informatika,lulus,Bandung,2022-08-01
2220020,Yal Kusuma,2022,Informatika,Lulus,Yogyakarta,2022-08-01
2220021,Fog Firdaus,2022,Informatika,do,Semarang,2022-08-01
2220022,Sis Anggraini,2022,Informatika,Cuti,Yogyakarta,2022-08-01
2220023,Bow Ramadhan,2022,Informatika,Cuti,Surabaya,2022-08-01
2220024,Sop Rahmawati,2022,Informatika,Cuti,Semarang,2022-08-01
2220025,Tas Firdaus,2022,Informatika,do,Kupang,2022-08-01
2220026,Fed Maulana,2022,Informatika,aktif,Surabaya,2022-08-01
2220027,Iew Firdaus,2022,Informatika,lulus,Kupang,2022-08-01
2220028,Kid Firdaus,2022,Informatika,Aktif,Kupang,2022-08-01
2220029,Nag Nugroho,2022,Informatika,aktif,Jakarta,2022-08-01
2220030,Gik Anggraini,2022,Informatika,aktif,Semarang,2022-08-01
2220031,Iid Wijaya,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220032,Lib Putra,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220033,Keb Wijaya,,Informatika,aktif,Kupang,2022-08-01
2220034,Gun Kusuma,2022,Informatika,Lulus,Bandung,2022-08-01
2220035,Fow Putra,2022,Informatika,Cuti,Kupang,2022-08-01
2220036,Yoy Firdaus,2022,Informatika,cuti,Kupang,2022-08-01
2220037,Dim Ramadhan,2022,Informatika,Aktif,Bandung,2022-08-01
2220038,Iig Hidayat,2022,Informatika,Lulus,Surabaya,2022-08-01
2220039,Iom Sari,2022,Informatika,AKTIF,Makassar,2022-08-01
2220040,Eos Anggraini,2022,Informatika,lulus,Kupang,2022-08-01
2220041,Bew Firdaus,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220042,Hir Pratama,2022,Informatika,Aktif,Jakarta,2022-08-01
2220043,Bim Lestari,2022,Informatika,Lulus,Jakarta,2022-08-01
2220044,Dom Putra,2022,Informatika,do,Yogyakarta,2022-08-01
2220045,Kop Putra,2022,Informatika,Cuti,Bandung,2022-08-01
2220046,Aum Maulana,2022,Informatika,Cuti,Surabaya,2022-08-01
2220047,Iop Wulandari,2022,Informatika,Lulus,Bandung,2022-08-01
2220048,Jab Nugroho,2022,Informatika,Aktif,Bandung,2022-08-01
2220049,Jod Firdaus,2022,Informatika,aktif,Bandung,2022-08-01
2220050,Rap Kusuma,2022,Informatika,aktif,Bandung,2022-08-01
2220051,Iub Maulana,2022,Informatika,Lulus,Kupang,2022-08-01
2220052,Lup Anggraini,2022,Informatika,Cuti,Medan,2022-08-01
2220053,Eat Pratama,2022,Informatika,Aktif,Makassar,2022-08-01
2220054,Sak Kusuma,2022,Informatika,lulus,Surabaya,2022-08-01
2220055,Suw Ramadhan,2022,Informatika,Cuti,Medan,2022-08-01
2220056,Tag Kusuma,2022,Informatika,Cuti,Bandung,2022-08-01
2220057,Wow Maulana,2022,Informatika,aktif,Medan,2022-08-01
2220058,Cut Firdaus,2022,Informatika,lulus,Medan,2022-08-01
2220059,Iok Wijaya,2022,Informatika,AKTIF,Surabaya,2022-08-01
2220060,Cin Rahmawati,2022,Informatika,Lulus,Semarang,2022-08-01
2220061,Sak Kusuma,2022,Informatika,AKTIF,Kupang,2022-08-01
2220062,Yeg Wijaya,2022,Informatika,cuti,Makassar,2022-08-01
2220063,Jih Kusuma,,Informatika,AKTIF,Bandung,2022-08-01
2220064,Nab Ramadhan,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220065,Tid Wijaya,2022,Informatika,Aktif,Surabaya,2022-08-01
2220066,Pur Lestari,2022,Informatika,cuti,Semarang,2022-08-01
2220067,Keg Lestari,2022,Informatika,lulus,Kupang,2022-08-01
2220068,Mur Firdaus,2022,Informatika,do,Jakarta,2022-08-01
2220069,Mot Anggraini,2022,Informatika,cuti,Kupang,2022-08-01
2220070,Gel Putra,2022,Informatika,AKTIF,Semarang,2022-08-01
2220071,Fom Ramadhan,2022,Informatika,AKTIF,Semarang,2022-08-01
2220072,Beb Lestari,2022,Informatika,Cuti,Kupang,2022-08-01
2220073,Ieh Wijaya,2022,Informatika,Cuti,Jakarta,2022-08-01
2220074,Mal Wulandari,2022,Informatika,cuti,Makassar,2022-08-01
2220075,Cud Anggraini,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220076,Cog Wijaya,2022,Informatika,lulus,Bandung,2022-08-01
2220077,Cab Saputra,2022,Informatika,Lulus,Medan,2022-08-01
2220078,Nig Wijaya,2022,Informatika,Aktif,Kupang,2022-08-01
2220079,Aud Anggraini,2022,Informatika,cuti,Jakarta,2022-08-01
2220080,Lah Anggraini,2022,Informatika,Cuti,Bandung,2022-08-01
2220081,Yam Nugroho,2022,Informatika,Aktif,Surabaya,2022-08-01
2220082,Kep Saputra,2022,Informatika,AKTIF,Bandung,2022-08-01
2220083,Rek Hidayat,2022,Informatika,lulus,Jakarta,2022-08-01
2220084,Guw Wulandari,2022,Informatika,AKTIF,Kupang,2022-08-01
2220085,Jag Lestari,2022,Informatika,do,Bandung,2022-08-01
2220086,Cup Maulana,2022,Informatika,Lulus,Bandung,2022-08-01
2220087,Caw Hidayat,,Informatika,do,Semarang,2022-08-01
2220088,Sun Nugroho,2022,Informatika,Lulus,Jakarta,2022-08-01
2220089,Gid Hidayat,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220090,Moy Maulana,2022,Informatika,do,Jakarta,2022-08-01
2220091,Luk Ramadhan,2022,Informatika,Lulus,Surabaya,2022-08-01
2220092,Sek Firdaus,2022,Informatika,do,Makassar,2022-08-01
2220093,Pow Putra,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220094,Euh Sari,2022,Informatika,aktif,Surabaya,2022-08-01
2220095,Mil Wulandari,2022,Informatika,AKTIF,Semarang,2022-08-01
2220096,Moh Nugroho,2022,Informatika,Aktif,Semarang,2022-08-01
2220097,Aod Lestari,2022,Informatika,AKTIF,Makassar,2022-08-01
2220098,Pur Kusuma,2022,Informatika,aktif,,2022-08-01
2220099,Jod Maulana,2022,Informatika,cuti,Kupang,2022-08-01
2220100,Hep Lestari,2022,Informatika,cuti,Makassar,2022-08-01
2220101,Kog Firdaus,2022,Informatika,Aktif,Jakarta,2022-08-01
2220102,Fen Firdaus,2022,Informatika,lulus,Makassar,2022-08-01
2220103,Liw Maulana,2022,Informatika,do,Semarang,2022-08-01
2220104,Ion Ramadhan,2022,Informatika,Aktif,Jakarta,2022-08-01
2220105,Eih Wijaya,2022,Informatika,do,Semarang,2022-08-01
2220106,Heg Kusuma,2022,Informatika,Lulus,Jakarta,2022-08-01
2220107,Tug Hidayat,2022,Informatika,Aktif,Surabaya,2022-08-01
2220108,Nom Wijaya,2022,Informatika,AKTIF,Yogyakarta,2022-08-01
2220109,Fik Wulandari,2022,Informatika,Cuti,Bandung,2022-08-01
2220110,Mus Putra,2022,Informatika,Cuti,Semarang,2022-08-01
2220111,Kuh Wijaya,2022,Informatika,Aktif,Bandung,2022-08-01
2220112,Lin Hidayat,2022,Informatika,do,Surabaya,2022-08-01
2220113,Mat Wulandari,2022,Informatika,cuti,Semarang,2022-08-01
2220114,Ead Pratama,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220115,Loy Rahmawati,2022,Informatika,aktif,Surabaya,2022-08-01
2220116,Pay Firdaus,2022,Informatika,Lulus,Jakarta,2022-08-01
2220117,Kop Putra,2022,Informatika,lulus,Yogyakarta,2022-08-01
2220118,Tin Lestari,2022,Informatika,lulus,Kupang,2022-08-01
2220119,Dol Firdaus,2022,Informatika,do,Yogyakarta,2022-08-01
2220120,Eun Wulandari,2022,Informatika,AKTIF,Surabaya,2022-08-01
2220121,Iay Anggraini,2022,Informatika,aktif,Surabaya,2022-08-01
2220122,Tah Putra,2022,Informatika,AKTIF,Makassar,2022-08-01
2220123,Ait Sari,2022,Informatika,Cuti,Makassar,2022-08-01
2220124,Jap Maulana,2022,Informatika,cuti,Surabaya,2022-08-01
2220125,Nuk Pratama,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220126,Nid Lestari,,Informatika,lulus,Kupang,2022-08-01
2220127,Mok Wijaya,2022,Informatika,aktif,Kupang,2022-08-01
2220128,Non Putra,2022,Informatika,aktif,Jakarta,2022-08-01
2220129,Eup Sari,2022,Informatika,lulus,Medan,2022-08-01
2220130,Bit Hidayat,2022,Informatika,Cuti,Bandung,2022-08-01
2220131,Jam Pratama,2022,Informatika,AKTIF,Surabaya,2022-08-01
2220132,Pap Pratama,2022,Informatika,do,Semarang,2022-08-01
2220133,Fag Maulana,2022,Informatika,Aktif,Makassar,2022-08-01
2220134,Rup Sari,2022,Informatika,Lulus,Semarang,2022-08-01
2220135,Kor Nugroho,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220136,Ees Wijaya,2022,Informatika,Lulus,Kupang,2022-08-01
2220137,Kuh Anggraini,2022,Informatika,aktif,Surabaya,2022-08-01
2220138,Air Sari,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220139,Yer Sari,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220140,Hew Sari,2022,Informatika,do,Surabaya,2022-08-01
2220141,Gor Wulandari,2022,Informatika,cuti,Kupang,2022-08-01
2220142,Iem Firdaus,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220143,Few Kusuma,2022,Informatika,cuti,Surabaya,2022-08-01
2220144,Gab Ramadhan,2022,Informatika,cuti,Jakarta,2022-08-01
2220145,Ton Lestari,,Informatika,lulus,Kupang,2022-08-01
2220146,Woh Putra,2022,Informatika,Cuti,Jakarta,2022-08-01
2220147,Gom Pratama,2022,Informatika,Aktif,Kupang,2022-08-01
2220148,Fid Wijaya,2022,Informatika,do,Semarang,2022-08-01
2220149,Sih Anggraini,2022,Informatika,Lulus,Semarang,2022-08-01
2220150,Wel Saputra,2022,Informatika,Cuti,Medan,2022-08-01
2220151,Wot Firdaus,2022,Informatika,aktif,Makassar,2022-08-01
2220152,Neh Ramadhan,2022,Informatika,cuti,Bandung,2022-08-01
2220153,Fop Rahmawati,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220154,Pel Anggraini,2022,Informatika,aktif,Kupang,2022-08-01
2220155,Eik Lestari,2022,Informatika,AKTIF,Kupang,2022-08-01
2220156,Rem Lestari,2022,Informatika,cuti,Yogyakarta,2022-08-01
2220157,Jat Ramadhan,2022,Informatika,Lulus,Yogyakarta,2022-08-01
2220158,Piw Saputra,2022,Informatika,cuti,Kupang,2022-08-01
2220159,Dik Nugroho,2022,Informatika,Cuti,Bandung,2022-08-01
2220160,Rur Saputra,2022,Informatika,cuti,Medan,2022-08-01
2220161,Pag Kusuma,2022,Informatika,Lulus,,2022-08-01
2220162,Aod Putra,2022,Informatika,cuti,Makassar,2022-08-01
2220163,Nim Ramadhan,2022,Informatika,aktif,Bandung,2022-08-01
2220164,Lip Ramadhan,2022,Informatika,do,Bandung,2022-08-01
2220165,Gir Sari,2022,Informatika,cuti,Bandung,2022-08-01
2220166,Sat Nugroho,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220167,Kuw Wijaya,2022,Informatika,Cuti,Yogyakarta,2022-08-01
2220168,Eeb Hidayat,2022,Informatika,lulus,Semarang,2022-08-01
2220169,Eog Saputra,2022,Informatika,cuti,Makassar,2022-08-01
2220170,Dik Ramadhan,2022,Informatika,do,Medan,2022-08-01
2220171,Ioy Wulandari,2022,Informatika,aktif,Yogyakarta,2022-08-01
2220172,Til Hidayat,2022,Informatika,do,Semarang,2022-08-01
2220173,Hug Putra,2022,Informatika,lulus,Jakarta,2022-08-01
2220174,Sah Maulana,2022,Informatika,Lulus,Makassar,2022-08-01
2220175,Jag Firdaus,2022,Informatika,lulus,Kupang,2022-08-01
2220176,Neh Maulana,2022,Informatika,do,Semarang,2022-08-01
2220177,Wad Wijaya,2022,Informatika,Cuti,Makassar,2022-08-01
2220178,Mon Rahmawati,2022,Informatika,aktif,Kupang,2022-08-01
2220179,Tip Maulana,2022,Informatika,AKTIF,Medan,2022-08-01
2220180,Til Wijaya,2022,Informatika,AKTIF,Jakarta,2022-08-01
2220181,Tik Lestari,2022,Informatika,Aktif,Yogyakarta,2022-08-01
2220182,Ran Maulana,2022,Informatika,aktif,Bandung,2022-08-01
2220183,Pom Firdaus,2022,Informatika,aktif,Jakarta,2022-08-01
2220184,Sew Lestari,2022,Informatika,Lulus,Kupang,2022-08-01
2220185,Nok Saputra,2022,Informatika,aktif,Kupang,2022-08-01
2220186,Boy Maulana,2022,Informatika,lulus,Semarang,2022-08-01
2220187,Rok Anggraini,2022,Informatika,aktif,Semarang,2022-08-01
2220188,Eil Anggraini,2022,Informatika,do,Surabaya,2022-08-01
2220189,Cuw Kusuma,2022,Informatika,Aktif,Semarang,2022-08-01
2220190,Jos Rahmawati,2022,Informatika,cuti,Medan,2022-08-01
2220191,Bor Maulana,2022,Informatika,cuti,Semarang,2022-08-01
2220192,Luy Ramadhan,2022,Informatika,cuti,Bandung,2022-08-01
2220193,Iik Pratama,2022,Informatika,Cuti,Semarang,2022-08-01
2220194,Bik Nugroho,2022,Informatika,Cuti,Jakarta,2022-08-01
2220195,Yur Maulana,2022,Informatika,Lulus,Semarang,2022-08-01
